Session Id,Clicked
34c56614-1a67-40db-b27e-4833d734eac3,0.31
9a22d4b5-e5d8-463f-8515-a0130998b8e7,0.3
6c8021b6-60f3-409b-81ab-1ac3fa24db13,0.31
8374b26d-bd6c-4ce9-9c46-654dd49bf20d,0.31
25ccf116-0a46-4ecd-9142-3622e8462bc1,0.26
2ee9226d-26de-4377-8a1b-b662b47b3e32,0.26
4903423b-f1ef-4c46-b953-fc24e50d61f2,0.32
208e8d37-9f7d-4138-a483-445228e7cc30,0.43
18400dfd-92c2-4e47-b4b8-fcf035228ddf,0.21
d9748959-a825-4e88-a5a8-c365804bc33b,0.26
85b8bcdc-1a02-44eb-99bb-fa3ef3a0f84b,0.49
d36e349a-09e3-4824-acc9-a275fbb41362,0.25
56aa2d86-5626-4ef6-8e06-23984b8ad0d7,0.36
10ccba8a-94d2-4538-bacf-d7b870ee96a4,0.42
58fba67e-35a0-43e7-bb98-c73fc2221512,0.32
29982307-bbd4-48f9-b8d9-40cf7acdad9e,0.32
a57b0c31-8fd4-4029-b8b4-9b84b39d22fa,0.22
2998ec37-4fde-4a10-8f98-50743254524c,0.3
1b557d0a-d1d2-450a-911a-2b4de96df1e9,0.38
00f95424-0c41-4212-be89-9f6ba9a6c0c3,0.38
2c14744b-a13a-482e-a888-1aaaf489c365,0.29
80877357-e8c1-4cb9-8116-d9f8e1ae8c7b,0.26
bb937978-c63c-4429-9af5-25849e807646,0.19
c8a2bd23-131d-463e-9758-16e09eb860c5,0.24
39c002e8-6bdf-47d6-90be-b43718c6ebe2,0.14
6d7f1fa4-10b4-44ee-9ced-37181c47fc4b,0.54
d57a1dac-7a88-40d1-a445-47763271d3fd,0.23
82fc38be-b80d-4a27-aa8f-d3324942462f,0.21
13fb4586-ddae-4fb1-9f95-ec6b37534bfd,0.28
88adb35c-c1a2-4148-b36a-f3a1de19d913,0.39
e9299afa-4440-4bdb-a61e-ae13659c971c,0.45
6631a786-6c47-4723-a854-cdac5ad5f096,0.27
98e00fff-674b-4c81-a2c9-2b6446a1332b,0.3
db6a7008-8503-4b9e-8918-0b4792a5e999,0.38
bac3be25-282f-459b-a668-f8867d08a4b9,0.27
7ad6a0bc-0d85-4ab6-ad8b-7183128ff347,0.25
c95ed782-1741-429b-a30d-79b82ee47f10,0.18
232ad434-392f-4281-9426-9f91f3a236bb,0.31
99510e01-8130-4195-b60f-8d089e92b815,0.19
609223ac-5577-4b91-9c48-72bc09277b82,0.2
2e14b826-db45-4c2f-bea1-5ec512e9edc1,0.38
3b880e62-6f80-432c-aa01-62170e428f87,0.51
b4469080-63f3-4996-b96e-3252a8a383b1,0.17
af904e9a-1988-4e9d-a688-b61de297cb8b,0.24
264921c3-650e-4bcc-81eb-de8f06d20576,0.43
1bdb8cde-8040-4301-be78-e0636f42c7b3,0.17
7694e894-9532-4918-903f-62f0fff6d7a2,0.21
704e546c-3027-478d-bff0-f75eec566f72,0.36
613b6727-71ef-42dc-a64b-5ca8a183b428,0.37
dc3cee53-5fb5-4314-81a4-37f79a7d0013,0.22
a21a0773-c78f-4eeb-af51-cf1f11dac5a9,0.23
2d12ab5b-b15f-4017-bd80-52a5c9366185,0.24
cc8a9340-001c-4ebc-9da2-79cf3d7151f1,0.3
3d70dac1-6670-47ae-92b6-acbfc9016354,0.27
ea97d8f9-03a7-4a36-b84f-ff956b924d96,0.29
bc5ced24-d808-43b1-a51d-4bacf29c2731,0.21
2753bb81-291f-41e4-ab58-5bb0f5a2fd2f,0.35
06a34c80-70d7-45d6-a7eb-7bb7394d65ce,0.27
da782c2a-9d5d-4b3c-9ff7-8b3d8e69c8a0,0.34
e15f1a2b-d6e4-45e9-9314-af97b9490743,0.31
faca1f7d-e69f-42b8-ab32-580d2cf8e6a4,0.34
f223a82d-c51e-49ff-a1be-c86d7fd1d43e,0.56
48db84dc-7880-4199-95b4-73fcd91fcb9f,0.34
d2d8d590-7a2d-4900-817c-66f0aea77992,0.28
35e8258d-394e-4699-ab48-b2c753cee4f6,0.19
2e21c4fe-376d-4138-87e0-a55a7154c260,0.38
0c8820e6-464b-4f79-adc1-bb7bca923f9c,0.25
bbdbe463-3226-4c16-a736-a8392d686fca,0.33
47d0092e-0c2e-47c2-b8a1-5cc1d53172a2,0.31
9c55878c-c3ea-449e-a9f3-ce9d3ce5231e,0.35
e66c4237-04b5-4580-8eae-9587c4cef731,0.31
ee7a8a17-934c-4c9d-8215-c2c9171e4b3c,0.44
4236baa4-5d77-4aae-9362-520bb9360e4c,0.34
f364aca3-35e2-4c90-8a0c-f6aa2001edc3,0.43
b24714e2-7d21-4ed3-aac2-eeb09da26acd,0.32
a6919687-43eb-41d1-b361-111937b77c12,0.32
b00beef4-8470-45b3-b273-7ad1b6c369d2,0.24
b2196c1d-0830-49f5-b2c5-07af3020add9,0.34
4e726d48-88b7-43b8-99d2-28a9c7f1814e,0.34
8a3ba4a1-f332-46b5-8563-f37b5ef9806c,0.43
efcb2232-5a03-46fc-842e-ca19fb712672,0.51
24a58297-8ff1-4b90-bb5c-cf91310413e6,0.27
2494a942-d98d-4241-a50b-14bcf0c6ee18,0.37
723c51df-3544-4d10-9831-85143f876e08,0.36
d0524776-4003-4872-a33c-4a308fb20074,0.26
e2ed4048-500b-4bf1-9903-5f38ee3bde87,0.34
5d1682e5-f336-4e83-a3d6-8420b2a69828,0.21
31d9eca9-bcd0-4df8-87b4-6e33943191f8,0.31
b754eb5f-4aa9-4b7b-a879-7c8698d96f6f,0.3
02f841d4-546b-4d59-83b2-fa072927d9cf,0.64
573d207d-1578-4fbf-873b-b03bdda54e84,0.49
fa8a1bb8-1a70-46b6-9aff-92df256fd080,0.22
322f7f6a-0f12-4051-81b0-15ff6dac3ec5,0.36
9b7017ab-fe16-445c-9bbe-6e24e1b346fa,0.19
1647081d-3bc9-4b57-96a1-e42e0594b4bc,0.37
46f1628a-650c-4f93-aeb9-64710835eedd,0.26
c616a254-8f07-4925-a54a-d8275811abac,0.31
33a54ca4-845f-4cc2-b61f-ef169a4ac6a2,0.33
20a30d57-2bd3-4645-9aef-528637d1b0a3,0.64
c8bd7d1c-a672-43e0-9e7f-d2c93459b247,0.59
dcbc3282-a0aa-483b-90a0-26540bd0db33,0.23
f2a4dcfa-d086-4031-9565-313bf9cf4875,0.2
640571a7-f942-44b0-8bdc-c4745f60d25e,0.27
40373b61-a01c-4576-bbf7-c0e15b2d846f,0.43
89065544-9005-47f7-8a3d-2c7b5b231bd7,0.24
4b6c1342-2de9-4385-84e7-9156dc179664,0.2
5e7d6fe6-7bd6-46c9-9867-08d5e0711f32,0.37
9778c640-d4e7-48fe-a5dc-b10bbf97c415,0.37
c5acb47d-0757-49c0-88cb-3f8f5c2a64d1,0.2
9916a4a6-9a40-457c-8a0a-bedbf9a8cace,0.43
89f782d6-7d73-4ede-a80e-05efd4068737,0.31
bb38512e-a6ff-4308-96ba-188c5de7dc1c,0.5
d8301c16-4342-42ec-9284-e6479b92d6bc,0.36
fc48f187-a33f-4354-b74d-98cdbb3713c5,0.38
3be4574c-6639-41de-a1e3-ca27a158fd30,0.25
39de9ba6-4055-4b17-be29-b061afda62b8,0.38
31755efa-6c65-4929-b621-a301a61dcd85,0.42
b7113859-3a7f-4217-95a6-0f5d15c8d97f,0.43
d6ffc94c-cfa7-49db-a31c-e4667ea22815,0.37
cf08c572-75dd-4db0-b9fd-11c88da24f11,0.37
b8512208-b04e-4af1-a7f8-324fb21bf4d1,0.57
e320ea2d-1f5a-4fc6-b10a-601edf843dda,0.35
630b7c37-ef51-4360-84e4-98f8f198ba0e,0.26
6ccc7b82-9e4d-4566-b9d6-ec39faf3620d,0.33
b77265f0-d524-4ad9-9cd6-14d7077bbee3,0.5
0d817b26-bc0d-40be-85d3-cf2d65bba994,0.34
2bfe7d55-5020-4a90-8bf8-9bee658957b4,0.36
f37a48f6-834b-46f9-91bd-6f9d95f1a4af,0.52
cf14ef35-7d1c-4995-8f68-1c2c7258550f,0.39
15edbb9f-39f0-4d95-bb93-461ad87678c3,0.26
444458f7-5af0-450d-b7b8-430132adb12b,0.27
76e1288a-0086-4bbc-83e7-05fb7ef5e554,0.26
87571ade-2171-4025-8c27-0d35d7664025,0.17
e8f89a15-854e-4d48-ad6e-fe1909a57664,0.25
f799b638-85f0-4275-9189-5185e26a4843,0.28
afeccb23-739a-4ed7-b07c-fc7dc907e427,0.31
059a104c-e325-4df9-9cf9-1414939f5665,0.19
5e54990d-1ac9-4542-bc3c-8f91d6fc7fc4,0.43
e2cd5854-a471-42a1-855b-0df3628fefc2,0.3
724ef183-5a07-45bf-9fcd-932a2d7c39e3,0.24
5a152484-1fb9-4272-ba59-7031597739e1,0.48
c3d73543-3d50-4af0-bf7d-1c99f1dbfde1,0.31
a509eea9-bfdf-4090-99c0-f1fa6191bdc8,0.32
9a7089e4-b7d8-45d6-a7ac-afdc9c36005a,0.56
d82e588c-d589-4c07-9643-246a5a830b2c,0.28
997e3be9-20ac-4edb-9c31-9ab7c6af9357,0.41
422350f1-761c-488c-8320-e5e647ce5f10,0.3
c14283f0-7b97-49fa-afcf-8aa1b0bd160a,0.37
ed782cbb-9ecc-4969-be5d-a370a528dffc,0.3
8f3a5c3d-cb1c-4644-9fa3-5c8689388a3e,0.27
f2bad5b3-37db-445b-9095-c8c49d1e1e62,0.38
6d86c985-12ab-40d2-b4c9-fbf49ebcb353,0.22
70e9655f-d172-448c-a031-08e72c082172,0.31
25366e4f-7137-4f59-ab83-f12b656d7ae8,0.38
aaf65ad8-7700-4914-9360-bd71c6506dfb,0.26
e35a1da9-4e2e-49ce-8fc4-81f492a31ade,0.27
0b105399-1447-41ed-9398-08538e4a7311,0.31
bffa8277-a755-444b-b244-7ca3dbe800ac,0.31
05ffa3a2-a2fd-4c96-9e03-972d40dbe816,0.35
8c649634-84da-4e92-b113-6472cff53f9b,0.42
6ace5ddf-6ba4-4b73-9f4d-d117ff376ed0,0.31
d4239a1f-46c9-4270-ad80-46516ac4affa,0.39
ff45712f-1b62-4c96-a5c3-67a621eff339,0.41
3c42638a-e731-49cc-8d7e-df5d939095a8,0.36
6e6dff3d-722e-438f-87cb-c345b7d42830,0.46
bf31e0ed-c885-4749-86fa-b69b12cfa288,0.28
f5cac2d2-07ff-462e-a99b-67127d93bcc3,0.44
25b168d9-b7ec-4669-a527-12e1dc6b800a,0.24
d457ecd4-0dd0-4de1-8c4f-bae2cb9ab2de,0.41
f26bff3f-e958-4529-8c12-ae0c7fcb267c,0.24
354b8d68-fea4-47a0-b50c-fd14c92e898b,0.36
7763e27f-9472-4162-aefb-a77c50c97c47,0.3
cc5bc065-5b70-48ae-8e84-66a84305d748,0.37
c31e546c-472f-4ec3-ab4d-0d8494c3e813,0.24
5f78de89-2a8c-4e71-ae70-347177f9ac1f,0.28
9b09553f-6241-4186-b177-78485d60f7cf,0.41
432374ae-b948-42a6-94f1-c3f101ad02b7,0.63
ee23972a-29b1-405b-b73a-7370ed59af96,0.37
fd1acc69-e308-4fc4-bf2e-02a83479b8bb,0.29
17a2b652-60fb-41b7-ba96-2eb2ddb0d518,0.33
a5511d7d-2761-4984-aea0-29e469981715,0.52
2969cb37-0ba0-4475-9e8f-e0545dd1832d,0.52
71bf84af-df84-4db0-876d-3167354c2f6b,0.28
0e39393d-9238-45f9-b4b9-7342e570b9d3,0.27
90609389-5751-48b0-a261-7b8cfb415ce4,0.3
b5fe9dc9-d3ea-4135-9117-0978f2c12a7c,0.3
2198d270-61ba-4e40-b976-936568cf56d8,0.5
c898ef65-ceac-4dbf-94e0-7a08bb9c3e7a,0.24
cfd4f4e1-51ce-4e1e-8e12-951a02a5173e,0.58
f2588cd3-8fd2-448a-bdb1-38cd8b765326,0.28
a9db1761-a648-47cd-89da-8294a3dbca4f,0.41
76ac06a8-0043-4c61-9266-66e8925d1877,0.16
b0d77154-0371-416a-b511-a96e8105411a,0.18
3a16fd36-6294-4f6a-96c3-5944d8244efc,0.31
f3c04925-6f22-4bed-9842-266a36918c50,0.37
208a93a0-b255-4836-87d1-96416e3d2a97,0.4
286a2eef-748d-4701-bdfc-856edb02e282,0.37
11d413f1-13a2-4f87-a629-60120eaa0df9,0.25
e9c588a9-4b76-43e7-aadf-d432e3f7dbad,0.43
fe88a16c-c2f5-4bb2-8843-4a7c4b37517a,0.33
ddad2156-c67d-4955-953c-c41d0bf50578,0.26
d76e200c-d009-40df-ae00-5472245c481b,0.29
e41b26f6-4225-490b-8882-72b529d1651e,0.29
7fadb555-6df8-4a9c-ac2d-0b9b0a33cfd1,0.44
23be1eae-c589-4578-a3ad-9b00a9b7ac0a,0.27
9597150d-080f-4f13-89c0-7f7264e9bd24,0.2
fdb590c3-1d51-45a3-bfbd-fa16cd320969,0.33
4dfc0a4f-9923-45d8-b4ea-006d0ec54785,0.35
2de7484b-0334-4b16-8c4b-cc2bb30624de,0.23
55b436bc-595e-46fc-bbf0-f1325ac28982,0.55
b8bfe14b-4b31-4408-b6ce-4c3be782a36e,0.33
93ef7d51-a23f-406a-81a9-b58e3ea4200b,0.23
b5c98329-d417-460b-b746-199458348e5f,0.28
ad6ebcb4-1fbe-4981-8685-73871cb4e456,0.3
a52b584c-02f6-4a8e-a64f-6cc90d52ce0e,0.39
a6edf571-078a-4bd8-8727-96a7f19fb1b9,0.28
2bf6e00e-26fa-442b-b698-e3e6e977355f,0.18
7d67b45c-a341-4318-b318-de7041a1fcec,0.26
f1496f8a-fd61-4685-94ac-8a7b680fe0f4,0.19
427e4a39-3e2a-4c63-b083-df295209c5fd,0.32
6c9a1372-2e23-4cce-bbc9-aee0fcd6f481,0.25
a016c490-c931-405c-9a4f-ab6123f773db,0.26
d4f70f41-0777-4496-8606-8a055b1dd071,0.27
df08ee6e-0330-47ea-af6c-daa708d164ee,0.27
8f2e44ae-7614-4689-90b6-587c0fc5581f,0.58
a5830323-8158-4ccb-9650-724d9f2f0cdc,0.4
250d044c-41fb-42a3-875c-72fd7821b49c,0.51
ab424124-50a3-4c86-b561-f0f65b58bad6,0.17
77b34e95-b618-4522-82e0-27448a961ce2,0.3
f042e2da-31f3-4300-84e9-199562095653,0.2
29686c50-e84a-4a62-a261-ae056707bb0d,0.23
b0d55fd4-21ca-43b1-a7ba-a02f5114ba0e,0.4
66cf5cbe-3bf9-48b2-bb9e-5e66c65a7d4f,0.4
6abed544-b10c-4285-b7d4-036d1813aff3,0.22
2ce6a03b-3399-4817-babd-127eccb478de,0.23
649bb62c-6c36-4bd8-97a1-89c53a9cc228,0.42
b36b8271-38d1-4ed3-8fc7-e3e1c5a3cdff,0.37
ade8e50e-4a71-4cef-a926-e52a244bb042,0.63
4b870713-5c49-4632-a42d-590e26924856,0.4
969678c9-6b3f-4704-846a-eacaca10325d,0.42
ac59259b-e9bb-4f7b-ac27-b50555657e81,0.43
61303522-5e4e-4d5e-b1e2-3082f67c7f8a,0.34
b026f81b-1e51-483e-9141-26195bf81249,0.39
3d1bfcfd-0def-495b-882d-ad6ca8c92754,0.34
576f1bf0-0a9e-423c-91f9-d059c90c0c48,0.33
58a46d71-dc37-4287-95d2-2d5959398947,0.25
99dbcbe4-8c99-43d6-a203-01248ecb2499,0.22
8f5808b6-b0d6-4f91-9b5c-9bb446e3dc91,0.45
c542be3d-6119-42e1-900c-3845ed69bb1b,0.28
bea3b666-4a94-47ad-b9fc-0368f3c6e81c,0.35
f8bc53bb-ab67-4aad-b675-e6abe6700964,0.29
6bc44a1e-21c7-4cad-b22c-6ed509c27dd8,0.38
a22bb42a-caf5-40ac-b713-f1b8cecdf3b7,0.35
91d38104-b984-489d-92d9-d7138cf4d769,0.33
f94b75d3-eed8-4dd1-b64f-38ae335e0565,0.36
be415511-ba32-42ea-b587-349fab22013f,0.28
d9a1eed3-6840-487b-a0a3-70675b009b30,0.27
ca296555-6119-4948-bd69-a0f4be5d402e,0.36
995b0dd2-1fd4-43ce-9f08-bade6d6b587b,0.33
eff36d21-642c-45af-b085-d5c7995d29cb,0.44
6c84c163-1c24-4588-9f75-ba1dd5d5ee8a,0.23
9db5baaa-77a2-4b52-9d27-4ba00c2219d6,0.29
5a9fcdca-0a43-4321-9a8d-79159957b5b5,0.34
557dc3e2-a3cf-4038-93a3-d2a73608e63c,0.27
16cbc882-84a9-4ece-aaa2-bc11feb4a6bc,0.35
7744dd04-43e7-448a-b399-005345581267,0.17
e22f1982-b6bf-40fd-bbaf-0587a07b4852,0.31
7f8c209d-2fce-4c1a-93ca-a133b82ebd78,0.26
b02bebea-a80c-42fb-857f-cd172f17de10,0.27
8b208fd1-34d1-49cf-a54f-0f786eac86a3,0.35
ecb357bd-cd98-4a86-b2b4-dce4a0be2cfe,0.27
feea5620-7fa8-4228-8822-1a6c22aaaa82,0.21
8958e650-5c08-4d5d-a03b-d4a0a3524340,0.33
cf383786-171f-4cc8-a088-f69a87f7b677,0.33
f135eaef-6784-48af-b022-7a1585f6c64e,0.38
575f7105-c85f-4083-a5a6-48ea140cad55,0.36
1d5670b7-c2c0-4ce1-a062-be8353416715,0.41
9da3b337-1510-4c1a-9e1a-c36505db3940,0.29
add85a35-1535-47c3-9b2e-f03d0bfc59bc,0.28
5658d972-41c2-42c3-a241-107c1bde499c,0.25
6f715291-21fd-4ca9-a20f-1811d7ce7b83,0.4
9ba7b8ea-726a-46d6-a3fa-017f79646a45,0.39
c5bc2ad0-091b-4720-bdbe-36d86eade769,0.16
b2e650ac-af20-4636-97e9-56806338e29b,0.35
e2031f31-c40a-4ae3-a0ad-f91a343425ad,0.43
d3b5b2cf-4724-46b5-87ff-97e2522ca750,0.21
d4ab9c34-95cc-4c28-bdb3-dede56dda33c,0.29
5648e070-20b8-4ebb-8b27-6941b8430c27,0.35
03d5fbbf-56d4-4b9d-8f08-05d02e93d489,0.28
35a3ff97-3b27-44ba-9b9d-f94e58ddb524,0.4
88aef4f3-2e40-4ede-a74a-21834ae2f69b,0.2
192aacc8-3d5a-49aa-a3a8-eac4c6e632a6,0.35
ab600595-7cba-474e-aff3-cc1662379b0a,0.37
48c607be-e540-4b8a-b96c-1628066376d5,0.35
7f684f49-5776-4ea4-8426-d0ccb9553f18,0.31
e1354e54-abde-4d96-a22c-8033cb69f112,0.42
ee2fe9f7-5443-42a8-b5de-02abcb8726bc,0.17
a18a5ffa-c5ab-4e14-baec-74d0a90a11ff,0.23
894b8c08-6787-46df-9a26-c46b5347ba46,0.34
9fd8dd09-89dd-4db4-ae2c-27ce5f4a6dfe,0.33
c9e107f6-01a3-4312-88e4-955c67457095,0.29
33ac5b97-dfb5-4739-9251-17a9895ea7c8,0.35
041de3b8-e668-4931-900d-cdf57e4bc8b7,0.36
a897b501-2d49-41fe-b5c5-22ea501fc021,0.23
cdba9294-3da3-4da7-9387-e8168f19144f,0.23
d97cd733-ccd8-41d6-ae78-1212fb053052,0.18
e4e0f768-7853-4d75-9d6c-7019685b728c,0.23
6a90ff6d-f72d-4857-abfe-b26a6076b92c,0.5
cc887842-63d3-4b47-9d85-ade1dd1bde47,0.4
a515b105-577c-42d2-b5f2-2f58f7bb618d,0.48
0532107c-4ac6-4559-9449-096716abaccb,0.38
c97ea105-9980-457f-b163-8614c74f1fe3,0.32
2929d915-abd4-4074-af7f-27faea0cfdcd,0.22
4e23de85-3612-40e4-9d6c-e359d966817d,0.19
6659e7e9-e746-4b17-9985-a84383117166,0.24
7e567aa7-af03-40d9-b546-6adb8edcda4b,0.39
f160f34d-85f2-4282-b604-623b582dea3d,0.27
2efc1882-0aaf-41e5-ba0d-e56d53851a25,0.16
58f807ba-a553-4635-8062-d20c5dee8baf,0.21
d8beb959-1076-455f-9e3d-303843e10086,0.33
8e8851df-4a7b-499d-951e-81a283396b48,0.3
6de5f589-29ba-4f11-a53c-d1b50edab9a8,0.15
b87e6f36-8c85-4e6e-9cdd-13cce4bc74f1,0.2
93628d95-f9f2-4ec9-923e-3d508cac1aa3,0.38
dadb1b53-8343-4a43-8bb7-80c7ba343bdf,0.38
6a8176a3-451b-49cf-a383-9d33261d7459,0.26
60b1d208-957e-497e-a731-7748a5cea83c,0.52
ced2f177-db77-4101-a599-cdf21c6029a4,0.23
72668f92-996f-4b34-937d-944c6330d05f,0.27
3b526b3d-2af2-47a0-b704-2b2ee283276e,0.21
040e60b4-e372-4beb-ba42-512c742412b5,0.31
077c3817-9a4f-4231-b3dd-bd564d333bf2,0.21
57dd845d-5efe-49e6-87c9-28351fe07a73,0.21
006b3a2f-7ba8-4309-aedd-095ecb3a8cf4,0.24
28d9ee31-6315-43f2-bb5e-3a195b5d13ad,0.21
bc672705-eba7-4444-80cb-bc58c3f5a008,0.17
c1355c5e-5781-41d0-a3c0-1cbd26bc0250,0.24
93ff72c3-415c-42ec-953e-a85cc804ab36,0.17
58990577-02e2-4307-bc26-15e0ef43f7c9,0.23
45640b90-81a6-425a-bf8a-d8e2d12eedcd,0.22
856fe9bc-f602-4f0b-b013-3d43301f75ea,0.13
9bca7354-a27a-4b34-856f-077119ae4033,0.23
1cdbfc34-e04c-45b9-b1ce-adf2c327e51b,0.23
a3913220-4c86-4ff7-97ee-988e9f5feb91,0.2
bcfe4b3d-ee4f-4ac7-93cf-28a2c5a9b39c,0.26
04675557-171f-46b1-b318-98c1c7f2741e,0.19
48fadb62-aae5-41f8-b3be-df0ebe13cd70,0.27
1167b28f-2d32-4b26-b655-9790dba9df6e,0.26
4e27b4fd-4d47-4852-ad3a-0a9e5f6872d7,0.24
76297f95-b84d-497b-a869-de657cd95319,0.22
9f275114-d783-4155-9c6e-55708aa5415b,0.2
788cb6cd-0ff1-4fd0-a0fb-1650cbe597f5,0.16
e75b29a0-7951-4479-b296-9f13fd717f03,0.25
592f990a-efd0-4813-b341-0271d91c309d,0.25
13ee44c3-a67b-427d-8d93-305a57dbcd90,0.22
61bc711f-cae4-4ce9-8c73-d52e6a43365f,0.26
6e270043-ab13-4dce-ae40-e90e7a2d7d12,0.3
7de4dccb-f547-4dbb-810e-35fd69773b60,0.46
bffda54a-313a-4a23-966b-f087c87e415a,0.22
66f94acd-5b2a-4087-a14a-ddfa97011752,0.41
0cc9e3d0-8067-436b-bbae-449954f4836e,0.32
b13d9eab-c08a-40da-83c5-acebd9170c31,0.18
f1e45449-5c28-4bc1-8c81-ebf772df0d22,0.32
01908b25-3764-477c-954d-6b16b9eeefa8,0.22
ef2f8bcd-f2c6-4ee8-b81d-7781d1eb8db2,0.27
eec6eb81-54f2-4a61-b25e-3337ea59cb02,0.28
e6ac2498-cf07-4506-a322-fafc1b6510dd,0.23
98bdf8d6-61c2-4415-b06e-1a6f65794c1e,0.28
fdcfcc3b-8a67-4196-bc0b-13ff7e8556c2,0.29
c900120c-7200-4ad8-9ff1-a6f66e78b90f,0.2
3a9a6806-e33b-4e67-96c5-5092c1a90ad0,0.28
5fab69ab-c3e9-4394-a6d3-0164b78157dd,0.33
7cf3844c-a89a-4268-b225-cb2f8b3bc426,0.36
b4013986-ab68-4a70-90c5-ce05461c16f4,0.27
2cbb3aea-04bf-455a-a5df-3da173b14d40,0.24
46ca76cc-2ec0-4093-bf8c-9c53e0dbf9d9,0.16
0038b147-43c9-4c85-b95b-65036df56c86,0.17
305b5926-9e15-432e-98b6-9486e8e0ec77,0.33
fa537003-bc03-4200-9185-9f78f163e1f9,0.55
b16aa06f-b332-4ccb-b467-6cc3b2a212e9,0.39
3564faa9-ee23-49ed-be10-c130d76aebf7,0.18
8eb0e875-4bc7-45bb-be0f-0447340d2660,0.26
9992264a-0e52-4954-8876-f8f54de4bf27,0.21
3a22537f-0db9-4a24-9b95-49c19fb9b12c,0.46
9dd71fe1-e9b3-4b36-9cb6-4cfc362d418c,0.3
cee9a04a-15fb-45e2-8b23-5e9a741bcec9,0.23
e44ff452-e067-4bbb-a562-06ab1bbc7543,0.28
9d55ef21-e38a-47ea-a5c2-780e783e285b,0.36
